Extruder temperature zone 1,Extruder temperature zone 2,Extruder temperature zone 3,Extruder pressure,Chiller temperature,Streighthening temperature,Rolling velocity,Extruder signal zone 1,Extruder signal zone 2,Extruder signal zone 3,Extruder signal pressure,Chiller signal,Streighthening signal,Rolling signal,Defect
207.9,204.6,189.1,32.2,20.4,62.3,3.2,0,0,1,0,0,1,1,1
202.0,199.3,213.8,31.1,65.8,21.2,0.7,0,0,1,0,1,0,0,0
218.1,202.7,213.4,86.6,54.0,42.6,0.9,1,0,1,0,1,0,0,1
211.3,203.0,202.3,74.7,68.7,57.6,3.3,1,0,0,0,1,1,1,1
196.5,198.1,202.2,82.2,36.3,54.1,2.0,0,0,0,0,0,1,0,0
209.3,201.1,188.5,32.1,51.9,33.8,3.1,0,0,1,0,1,0,1,1
198.2,216.8,194.1,58.7,8.6,18.4,0.8,0,1,0,0,1,1,0,1
181.5,187.0,193.2,1.9,45.0,22.5,3.9,1,1,0,1,0,0,1,1
184.4,199.7,212.0,29.2,29.3,33.7,4.6,1,0,1,0,0,0,1,1
181.1,208.8,210.1,113.2,69.5,28.1,1.7,1,0,1,1,1,0,0,0
218.7,216.3,190.7,83.5,24.8,34.4,0.3,1,1,0,0,0,0,0,1
193.5,184.2,209.9,90.9,28.2,69.1,3.3,0,1,0,0,0,1,1,0
201.9,190.6,213.4,81.6,61.0,18.5,4.5,0,0,1,0,1,1,1,0
188.9,198.4,214.1,50.7,67.0,64.8,4.3,1,0,1,0,1,1,1,1
204.3,204.7,211.0,32.9,49.3,52.1,1.1,0,0,1,0,0,1,0,1
189.4,187.7,202.6,84.7,8.8,36.6,2.6,1,1,0,0,1,0,1,0
199.1,185.4,219.5,17.6,64.4,64.7,0.7,0,1,1,0,1,1,0,1
188.8,192.4,208.0,86.1,18.5,61.4,0.6,1,0,0,0,1,1,0,0
214.2,207.3,191.0,44.1,31.7,61.3,1.2,1,0,0,0,0,1,0,0
205.3,205.8,195.2,100.5,62.8,40.4,2.2,0,0,0,1,1,0,1,1
182.8,209.3,215.0,49.9,10.4,52.0,3.6,1,0,1,0,1,1,1,1
182.2,185.3,206.0,97.2,31.6,38.2,3.2,1,1,0,0,0,0,1,0
189.2,201.7,183.7,90.0,42.7,51.2,4.5,1,0,1,0,0,1,1,0
187.3,180.2,219.7,1.3,19.6,43.3,2.0,1,1,1,1,1,0,0,0
217.1,203.3,213.4,52.8,68.0,55.8,2.4,1,0,1,0,1,1,1,1
185.1,190.5,197.7,5.2,5.9,14.3,2.2,1,0,0,1,1,1,1,1
192.1,196.8,210.4,49.6,22.2,23.3,3.0,0,0,1,0,0,0,1,1
187.9,215.8,190.3,10.3,5.9,57.9,2.4,1,1,0,0,1,1,1,1
195.9,215.7,180.2,111.9,23.8,47.2,4.4,0,1,1,1,0,0,1,0
193.0,198.9,186.6,42.5,48.1,12.3,1.3,0,0,1,0,0,1,0,1
201.9,192.8,184.8,19.0,52.1,57.2,3.5,0,0,1,0,1,1,1,0
205.9,205.2,201.0,66.7,41.4,20.2,2.4,0,0,0,0,0,0,1,1
183.1,219.1,216.1,70.0,66.7,11.2,1.9,1,1,1,0,1,1,0,0
205.1,196.2,181.1,24.0,20.7,35.8,3.1,0,0,1,0,0,0,1,0
212.2,193.1,202.1,115.3,44.7,50.2,3.5,1,0,0,1,0,1,1,1
183.3,206.3,193.8,97.5,39.7,55.8,1.5,1,0,0,0,0,1,0,0
217.5,201.9,192.3,18.2,27.4,27.1,3.8,1,0,0,0,0,0,1,0
218.4,197.0,203.6,101.3,62.7,45.0,3.1,1,0,0,1,1,0,1,0
191.3,190.0,204.5,76.8,28.9,51.6,3.1,0,0,0,0,0,1,1,1
205.1,196.2,185.5,84.3,46.5,46.8,1.2,0,0,1,0,0,0,0,1
211.1,197.7,194.6,31.4,26.4,13.5,0.4,1,0,0,0,0,1,0,1
184.1,214.8,199.7,59.0,29.7,42.3,1.7,1,1,0,0,0,0,0,1
182.0,188.7,181.2,68.2,32.9,16.7,0.9,1,1,1,0,0,1,0,1
196.3,197.9,215.5,106.9,37.3,61.6,3.3,0,0,1,1,0,1,1,1
190.1,196.2,205.4,17.9,67.6,56.2,3.4,0,0,0,0,1,1,1,1
220.0,207.2,217.0,22.9,50.1,10.2,2.6,1,0,1,0,1,1,1,0
191.9,207.6,185.9,57.6,39.8,52.6,3.6,0,0,1,0,0,1,1,0
210.6,218.0,208.5,116.7,20.6,37.7,0.7,1,1,0,1,0,0,0,0
208.9,191.6,183.7,57.3,9.8,16.5,0.8,0,0,1,0,1,1,0,0
186.3,184.3,199.2,95.0,68.5,13.1,4.2,1,1,0,0,1,1,1,1
212.2,182.2,204.4,109.7,21.0,64.7,1.8,1,1,0,1,0,1,0,1
200.2,184.9,214.5,31.8,30.9,32.2,2.4,0,1,1,0,0,0,1,1
183.4,184.4,196.4,67.2,15.2,38.9,2.0,1,1,0,0,1,0,0,0
199.7,189.3,200.5,19.4,69.5,61.3,3.4,0,1,0,0,1,1,1,0
200.6,201.7,218.7,40.2,58.8,23.1,2.5,0,0,1,0,1,0,1,0
186.4,210.0,185.1,39.8,53.0,24.5,4.3,1,0,1,0,1,0,1,1
191.9,199.3,180.4,46.0,67.5,58.6,1.8,0,0,1,0,1,1,0,0
209.5,182.9,210.9,84.3,27.5,15.0,3.3,0,1,1,0,0,1,1,1
211.5,206.4,218.1,109.9,24.1,67.7,2.8,1,0,1,1,0,1,1,0
204.3,184.3,201.7,111.3,29.1,43.3,0.8,0,1,0,1,0,0,0,1
196.5,203.9,191.8,73.7,43.4,55.9,3.9,0,0,0,0,0,1,1,0
215.9,210.2,202.5,119.5,44.5,20.0,2.2,1,1,0,1,0,0,1,1
183.9,209.4,206.2,75.9,64.5,38.2,4.3,1,0,0,0,1,0,1,0
215.2,205.8,194.8,8.6,33.7,31.0,2.5,1,0,0,1,0,0,1,0
214.7,200.9,214.7,71.6,40.4,23.9,4.9,1,0,1,0,0,0,1,0
197.6,213.3,191.8,96.3,14.8,35.4,2.3,0,1,0,0,1,0,1,1
206.6,187.0,198.6,44.2,5.9,53.6,0.9,0,1,0,0,1,1,0,1
205.4,202.5,207.4,88.6,66.5,30.0,4.9,0,0,0,0,1,0,1,1
206.1,181.9,212.9,6.0,47.4,65.2,4.1,0,1,1,1,0,1,1,0
185.1,216.7,188.6,21.0,66.5,42.1,0.3,1,1,1,0,1,0,0,0
184.4,203.2,195.4,31.5,59.5,22.7,4.1,1,0,0,0,1,0,1,0
214.8,199.7,184.6,89.1,48.1,61.9,0.9,1,0,1,0,0,1,0,1
206.6,203.5,180.7,37.6,61.0,43.2,4.8,0,0,1,0,1,0,1,1
206.2,210.6,212.1,23.9,16.3,15.0,0.5,0,1,1,0,1,1,0,1
215.8,181.1,210.0,30.2,21.5,11.9,4.3,1,1,0,0,0,1,1,0
211.4,198.2,215.2,19.5,9.8,26.3,4.9,1,0,1,0,1,0,1,0
192.4,189.9,214.5,40.9,54.1,62.0,3.7,0,1,1,0,1,1,1,0
213.4,185.2,209.1,102.9,11.1,68.6,0.7,1,1,0,1,1,1,0,0
188.8,186.2,196.9,118.9,19.7,67.6,1.6,1,1,0,1,1,1,0,0
182.2,189.8,201.7,56.6,16.2,18.2,1.7,1,1,0,0,1,1,0,1
182.5,195.7,203.6,45.7,16.2,17.9,1.1,1,0,0,0,1,1,0,0
201.4,205.7,185.1,70.3,58.2,52.5,2.7,0,0,1,0,1,1,1,0
203.3,199.3,209.3,107.1,6.1,53.8,1.5,0,0,0,1,1,1,0,0
210.8,186.6,188.7,41.8,52.6,36.8,2.5,1,1,1,0,1,0,1,0
211.7,215.4,204.6,37.0,56.3,35.9,0.8,1,1,0,0,1,0,0,0
201.7,217.6,188.5,37.2,26.7,29.4,3.0,0,1,1,0,0,0,1,0
206.8,191.6,215.0,51.5,45.5,55.7,1.7,0,0,1,0,0,1,0,1
183.4,201.1,203.6,76.6,13.3,15.4,2.9,1,0,0,0,1,1,1,0
182.8,215.6,189.5,45.1,69.9,50.0,0.2,1,1,1,0,1,0,0,1
193.6,196.9,180.2,36.5,47.7,39.9,0.2,0,0,1,0,0,0,0,1
203.3,192.1,216.4,87.7,11.9,38.0,2.5,0,0,1,0,1,0,1,1
200.3,211.2,187.2,34.9,10.4,13.6,5.0,0,1,1,0,1,1,1,0
198.3,215.6,181.3,114.0,11.6,58.6,0.3,0,1,1,1,1,1,0,1
185.6,199.9,201.8,40.8,59.0,19.8,4.6,1,0,0,0,1,1,1,1
218.5,219.1,180.2,111.5,5.3,60.7,3.7,1,1,1,1,1,1,1,1
184.7,184.0,184.8,25.8,31.9,22.1,1.6,1,1,1,0,0,0,0,1
217.1,218.0,185.3,5.6,42.7,11.5,1.7,1,1,1,1,0,1,0,1
211.9,199.4,204.9,60.8,47.2,29.2,3.1,1,0,0,0,0,0,1,0
184.2,210.3,219.6,40.1,47.0,62.0,1.9,1,1,1,0,0,1,0,0
196.7,193.1,217.1,86.5,40.3,66.8,4.8,0,0,1,0,0,1,1,1
198.3,205.3,207.6,11.6,64.2,26.1,0.4,0,0,0,0,1,0,0,1
217.1,217.4,185.2,50.9,66.5,35.4,4.2,1,1,1,0,1,0,1,0
204.4,183.3,217.4,40.1,41.5,31.7,2.0,0,1,1,0,0,0,0,1
210.9,197.1,181.9,7.1,36.0,23.2,4.5,1,0,1,1,0,0,1,0
216.2,181.8,216.6,21.1,36.6,33.9,4.0,1,1,1,0,0,0,1,1
201.4,201.7,218.7,14.6,60.7,45.4,5.0,0,0,1,0,1,0,1,0
184.6,211.9,180.6,92.3,69.8,34.3,4.1,1,1,1,0,1,0,1,1
189.7,218.9,193.6,73.3,51.1,24.3,1.9,1,1,0,0,1,0,0,0
190.7,218.8,207.6,98.9,14.5,23.0,4.4,0,1,0,0,1,0,1,0
196.4,213.6,215.7,101.2,48.1,47.9,3.0,0,1,1,1,0,0,1,1
209.2,213.5,195.5,68.8,39.4,52.4,0.8,0,1,0,0,0,1,0,0
187.6,195.3,188.0,12.0,8.3,60.6,3.7,1,0,1,0,1,1,1,0
198.0,185.8,180.1,91.7,45.2,62.1,0.2,0,1,1,0,0,1,0,1
180.9,197.1,205.6,75.5,10.5,56.5,4.5,1,0,0,0,1,1,1,1
202.3,202.0,180.9,10.6,43.5,17.0,0.4,0,0,1,0,0,1,0,1
209.6,219.7,202.2,63.1,42.7,49.4,4.0,0,1,0,0,0,0,1,0
191.3,209.3,210.8,83.1,42.1,52.7,3.5,0,0,1,0,0,1,1,1
208.0,207.8,209.6,17.7,13.3,51.4,0.4,0,0,0,0,1,1,0,1
204.7,215.5,212.8,90.2,58.3,15.5,1.4,0,1,1,0,1,1,0,1
180.5,190.5,200.1,79.3,30.7,36.7,3.6,1,0,0,0,0,0,1,0
196.9,210.1,197.9,103.8,46.1,24.8,0.1,0,1,0,1,0,0,0,0
196.9,214.4,200.1,90.6,58.7,33.5,4.8,0,1,0,0,1,0,1,1
187.9,191.4,196.1,115.9,39.3,63.4,2.8,1,0,0,1,0,1,1,0
186.9,183.3,207.8,17.8,41.6,13.9,0.2,1,1,0,0,0,1,0,1
189.2,215.6,191.2,24.4,9.9,61.8,1.2,1,1,0,0,1,1,0,0
193.6,217.8,197.1,113.3,53.7,21.1,4.1,0,1,0,1,1,0,1,1
198.8,205.2,214.5,97.2,31.7,29.0,4.7,0,0,1,0,0,0,1,1
189.8,210.1,207.5,95.4,28.9,24.4,0.9,1,1,0,0,0,0,0,0
199.4,183.6,188.9,95.5,26.2,23.2,2.0,0,1,1,0,0,0,0,0
194.4,194.5,192.3,67.1,57.1,62.4,5.0,0,0,0,0,1,1,1,0
216.1,201.0,209.4,80.4,29.3,23.5,3.9,1,0,0,0,0,0,1,0
218.3,188.1,188.0,82.8,36.1,18.9,0.9,1,1,1,0,0,1,0,0
202.1,180.5,207.6,17.8,6.7,12.7,1.4,0,1,0,0,1,1,0,1
185.7,191.6,199.0,103.0,26.4,63.0,0.7,1,0,0,1,0,1,0,0
218.9,208.5,195.3,115.6,49.7,54.9,4.9,1,0,0,1,0,1,1,0
195.5,183.9,218.7,76.7,35.8,32.9,3.5,0,1,1,0,0,0,1,1
216.7,191.1,192.8,81.7,29.2,36.9,4.4,1,0,0,0,0,0,1,1
209.4,208.2,218.6,94.2,22.9,45.1,1.0,0,0,1,0,0,0,0,0
205.8,203.1,211.2,14.9,37.9,45.4,3.1,0,0,1,0,0,0,1,1
181.5,203.6,210.4,1.8,46.5,26.7,4.2,1,0,1,1,0,0,1,0
205.8,180.9,185.6,110.0,17.7,25.0,1.6,0,1,1,1,1,0,0,1
206.9,189.7,209.9,97.5,22.7,33.0,3.1,0,1,0,0,0,0,1,1
189.8,212.1,197.9,47.5,8.9,16.4,3.9,1,1,0,0,1,1,1,0
195.0,180.9,181.4,99.7,10.9,54.4,3.9,0,1,1,0,1,1,1,0
216.1,190.1,213.1,115.2,11.8,66.9,3.7,1,0,1,1,1,1,1,0
184.4,206.6,209.3,96.0,53.0,41.7,2.7,1,0,0,0,1,0,1,0
206.6,182.9,214.6,58.2,23.6,50.4,0.5,0,1,1,0,0,1,0,0
185.3,208.0,203.8,14.8,26.3,56.6,4.1,1,0,0,0,0,1,1,0
197.2,184.0,203.7,22.8,59.5,15.5,2.2,0,1,0,0,1,1,1,0
188.5,185.2,204.1,104.7,5.6,27.8,0.9,1,1,0,1,1,0,0,1
198.6,214.3,187.0,90.7,35.9,64.5,2.3,0,1,1,0,0,1,1,1
214.0,185.9,180.7,44.1,35.7,17.3,0.2,1,1,1,0,0,1,0,1
195.5,190.5,188.6,86.2,12.0,55.1,0.9,0,0,1,0,1,1,0,1
198.6,191.2,200.6,39.1,44.8,56.5,4.8,0,0,0,0,0,1,1,0
202.7,188.2,184.5,105.4,64.2,28.9,4.0,0,1,1,1,1,0,1,0
186.7,201.3,212.5,54.2,15.9,49.3,5.0,1,0,1,0,1,0,1,0
214.6,204.7,181.8,81.8,45.6,21.3,1.6,1,0,1,0,0,0,0,0
203.8,214.0,203.4,77.3,68.6,23.7,3.0,0,1,0,0,1,0,1,1
193.2,205.6,218.0,81.9,43.4,69.9,3.1,0,0,1,0,0,1,1,1
181.2,188.6,193.8,60.4,48.0,13.5,3.6,1,1,0,0,0,1,1,0
202.7,188.8,205.9,58.3,43.5,45.5,1.2,0,1,0,0,0,0,0,0
198.7,193.1,199.1,116.5,22.2,63.7,4.9,0,0,0,1,0,1,1,1
206.0,208.9,215.6,21.1,61.3,49.0,2.2,0,0,1,0,1,0,1,1
198.9,217.9,188.9,59.3,64.2,40.4,3.6,0,1,1,0,1,0,1,1
206.5,180.9,180.9,66.4,66.2,64.1,2.8,0,1,1,0,1,1,1,0
216.2,195.8,206.0,68.7,40.5,30.5,2.9,1,0,0,0,0,0,1,0
215.7,196.4,219.0,27.0,23.1,17.5,3.4,1,0,1,0,0,1,1,1
205.6,197.3,190.9,99.7,51.4,23.1,2.2,0,0,0,0,1,0,1,0
204.6,199.3,206.8,98.2,42.7,36.3,1.9,0,0,0,0,0,0,0,0
199.2,211.2,217.0,9.9,41.7,51.0,3.6,0,1,1,1,0,1,1,0
192.5,214.7,219.1,65.3,40.5,19.5,4.4,0,1,1,0,0,1,1,1
216.2,206.8,203.7,118.7,57.0,29.4,0.3,1,0,0,1,1,0,0,0
190.1,187.2,196.1,83.0,67.8,45.8,0.5,0,1,0,0,1,0,0,0
183.7,218.2,202.0,56.8,46.8,36.3,4.7,1,1,0,0,0,0,1,1
184.0,183.2,213.1,72.4,14.3,36.0,0.4,1,1,1,0,1,0,0,0
216.1,181.2,201.2,0.2,37.2,51.0,1.9,1,1,0,1,0,1,0,0
190.0,206.7,196.0,99.2,56.5,19.0,2.3,0,0,0,0,1,1,1,0
198.5,201.2,183.2,97.2,57.5,59.7,0.7,0,0,1,0,1,1,0,0
187.3,213.7,182.1,100.2,43.9,43.5,3.2,1,1,1,1,0,0,1,1
200.6,193.4,191.7,11.6,14.6,12.3,1.8,0,0,0,0,1,1,0,0
209.3,198.2,194.2,97.4,56.3,20.1,3.4,0,0,0,0,1,0,1,1
205.1,202.9,182.0,18.4,12.1,11.5,1.3,0,0,1,0,1,1,0,1
208.6,186.1,209.8,71.1,16.6,41.5,0.6,0,1,0,0,1,0,0,0
208.9,203.6,200.2,3.6,9.9,30.1,1.9,0,0,0,1,1,0,0,0
182.4,196.9,206.6,110.7,27.2,28.1,2.1,1,0,0,1,0,0,1,0
211.1,191.9,185.1,5.7,11.1,22.8,4.6,1,0,1,1,1,0,1,1
195.8,211.4,186.1,76.9,62.2,57.3,3.6,0,1,1,0,1,1,1,0
202.3,213.3,190.5,91.0,24.7,12.5,4.3,0,1,0,0,0,1,1,1
216.6,203.3,205.1,112.9,23.4,58.0,2.4,1,0,0,1,0,1,1,0
191.7,181.6,187.9,19.5,8.3,66.7,0.8,0,1,1,0,1,1,0,1
219.6,182.2,180.4,3.4,16.1,43.3,3.1,1,1,1,1,1,0,1,1
215.5,198.2,196.6,10.7,26.9,17.4,0.9,1,0,0,0,0,1,0,1
206.2,219.7,180.1,92.8,25.4,45.4,2.8,0,1,1,0,0,0,1,1
200.1,183.4,201.6,65.3,9.9,20.8,0.5,0,1,0,0,1,0,0,0
192.0,184.4,192.7,35.1,31.9,39.3,2.9,0,1,0,0,0,0,1,1
195.6,185.0,184.1,83.4,34.6,13.7,1.4,0,1,1,0,0,1,0,1
205.9,194.4,186.0,22.4,6.2,20.2,3.2,0,0,1,0,1,0,1,0
193.3,191.3,187.9,80.8,13.2,58.0,4.0,0,0,1,0,1,1,1,0
212.8,214.2,200.0,27.7,46.5,53.7,4.9,1,1,0,0,0,1,1,1
191.3,216.9,217.6,36.3,29.2,41.1,1.5,0,1,1,0,0,0,0,1
210.9,207.2,180.9,116.9,56.3,26.7,4.6,1,0,1,1,1,0,1,0
218.7,201.5,198.1,100.6,43.7,10.9,3.8,1,0,0,1,0,1,1,0
197.6,195.1,194.0,103.3,20.4,13.1,0.9,0,0,0,1,0,1,0,0
212.4,188.4,207.0,27.3,25.0,28.5,1.8,1,1,0,0,0,0,0,1
181.9,200.1,218.7,4.9,8.9,30.2,0.5,1,0,1,1,1,0,0,0
215.5,212.4,187.9,52.5,54.9,15.6,1.7,1,1,1,0,1,1,0,1
195.1,180.6,180.6,54.2,20.7,11.6,0.8,0,1,1,0,0,1,0,0
188.1,180.0,184.6,24.7,62.5,44.2,1.6,1,1,1,0,1,0,0,1
206.5,213.5,190.0,46.1,20.0,33.9,0.2,0,1,0,0,0,0,0,1
210.6,219.8,189.4,113.1,63.1,60.5,1.7,1,1,1,1,1,1,0,1
191.7,200.0,186.3,58.1,56.8,32.9,4.8,0,0,1,0,1,0,1,0
203.2,206.1,214.0,21.0,65.6,14.5,1.8,0,0,1,0,1,1,0,0
191.8,191.8,187.9,93.9,33.0,24.9,1.0,0,0,1,0,0,0,0,1
190.9,213.0,213.7,86.8,16.9,63.7,2.3,0,1,1,0,1,1,1,1
188.9,189.7,188.3,100.3,15.3,23.3,0.5,1,1,1,1,1,0,0,1
182.7,190.5,213.5,77.1,37.9,40.4,3.1,1,0,1,0,0,0,1,0
195.2,197.5,200.6,53.8,67.5,39.9,0.2,0,0,0,0,1,0,0,0
189.8,200.7,205.3,93.1,27.8,25.8,0.9,1,0,0,0,0,0,0,0
204.3,187.9,193.3,37.2,52.9,53.9,3.7,0,1,0,0,1,1,1,0
187.3,202.5,181.8,27.4,39.3,62.1,1.8,1,0,1,0,0,1,0,1
207.1,194.6,208.8,77.3,9.6,61.7,0.4,0,0,0,0,1,1,0,1
191.4,185.5,210.4,43.6,20.2,53.4,1.3,0,1,1,0,0,1,0,1
212.0,189.8,203.4,4.7,32.2,48.8,1.8,1,1,0,1,0,0,0,0
188.7,214.3,206.2,51.1,20.9,25.2,1.4,1,1,0,0,0,0,0,0
193.0,195.8,213.2,35.7,62.8,50.2,2.5,0,0,1,0,1,1,1,0
206.0,216.9,208.3,47.6,44.6,19.4,0.3,0,1,0,0,0,1,0,1
214.7,194.5,218.5,115.3,21.1,12.1,1.7,1,0,1,1,0,1,0,0
210.4,202.5,204.5,116.6,19.1,40.6,0.2,1,0,0,1,1,0,0,0
219.7,209.3,216.2,8.0,60.4,49.0,0.1,1,0,1,1,1,0,0,0
184.2,196.7,180.6,21.7,12.1,46.4,4.4,1,0,1,0,1,0,1,0
185.0,218.4,188.4,72.3,23.5,62.8,4.5,1,1,1,0,0,1,1,0
198.2,185.3,189.0,65.8,42.9,33.1,1.8,0,1,1,0,0,0,0,1
218.6,219.0,187.4,116.5,26.0,64.0,4.5,1,1,1,1,0,1,1,1
186.5,216.2,186.5,82.6,64.3,19.5,0.5,1,1,1,0,1,1,0,0
200.9,200.2,209.5,60.1,26.8,24.1,2.3,0,0,0,0,0,0,1,0
209.1,214.9,207.5,66.3,18.4,62.7,2.7,0,1,0,0,1,1,1,1
215.4,204.3,187.0,99.2,56.8,27.3,1.7,1,0,1,0,1,0,0,1
189.3,214.0,199.4,108.9,51.5,18.2,3.8,1,1,0,1,1,1,1,1
208.0,219.3,200.2,0.7,16.7,67.2,0.8,0,1,0,1,1,1,0,0
206.3,207.4,216.0,114.5,25.7,13.4,4.9,0,0,1,1,0,1,1,1
219.2,190.3,202.3,48.0,37.9,22.3,4.9,1,0,0,0,0,0,1,0
206.2,210.4,217.8,7.4,28.1,10.6,2.6,0,1,1,1,0,1,1,0
190.1,190.7,182.2,44.5,9.3,10.2,2.2,0,0,1,0,1,1,1,0
181.1,180.2,195.0,8.8,7.1,43.0,0.4,1,1,0,1,1,0,0,1
180.7,203.8,182.7,36.8,38.4,54.0,3.3,1,0,1,0,0,1,1,1
215.2,214.1,207.4,1.8,61.0,55.8,3.4,1,1,0,1,1,1,1,1
205.9,208.1,187.3,79.4,14.9,11.7,2.2,0,0,1,0,1,1,1,1
204.4,186.1,182.1,59.4,19.3,38.6,4.7,0,1,1,0,1,0,1,1
194.1,191.4,194.1,0.5,14.8,23.8,0.4,0,0,0,1,1,0,0,0
197.6,189.4,213.0,24.1,40.3,23.0,1.5,0,1,1,0,0,0,0,1
192.8,217.1,218.2,2.4,41.9,50.8,2.3,0,1,1,1,0,1,1,0
213.4,195.0,218.6,90.0,40.2,30.3,4.2,1,0,1,0,0,0,1,1
213.8,194.0,182.3,42.1,39.7,40.5,4.5,1,0,1,0,0,0,1,1
193.7,188.5,187.1,107.1,63.6,28.8,1.0,0,1,1,1,1,0,0,0
205.4,213.7,200.7,62.0,49.0,27.7,2.4,0,1,0,0,0,0,1,0
202.9,211.0,206.4,105.9,40.9,23.8,4.9,0,1,0,1,0,0,1,1
208.9,207.7,194.0,85.6,39.0,49.0,3.8,0,0,0,0,0,0,1,1
215.1,210.5,198.7,11.7,56.1,16.4,2.5,1,1,0,0,1,1,1,0
209.9,207.1,211.7,1.1,20.4,64.3,2.3,0,0,1,1,0,1,1,0
208.8,183.6,218.4,18.4,21.8,63.1,3.3,0,1,1,0,0,1,1,0
217.7,202.7,184.8,5.9,46.3,26.8,4.6,1,0,1,1,0,0,1,0
210.8,187.4,212.7,36.9,55.9,67.8,1.2,1,1,1,0,1,1,0,0
185.9,190.6,184.0,29.5,16.6,23.1,3.8,1,0,1,0,1,0,1,0
196.4,212.4,208.6,32.7,28.7,49.9,1.8,0,1,0,0,0,0,0,1
198.0,193.7,205.4,39.7,49.2,10.1,4.1,0,0,0,0,0,1,1,0
203.6,186.1,217.9,54.2,18.6,43.1,2.5,0,1,1,0,1,0,1,0
198.2,185.3,184.8,98.7,10.0,55.6,3.3,0,1,1,0,1,1,1,1
186.4,193.6,192.2,98.5,43.3,65.7,0.6,1,0,0,0,0,1,0,0
215.8,212.3,186.3,118.9,30.3,33.5,3.5,1,1,1,1,0,0,1,1
185.4,209.9,201.1,45.7,24.1,21.1,0.9,1,0,0,0,0,0,0,0
205.1,215.0,215.7,118.9,50.1,27.3,3.5,0,1,1,1,1,0,1,0
214.5,185.8,212.6,40.0,44.9,19.9,1.7,1,1,1,0,0,1,0,1
181.0,197.7,182.2,1.4,48.3,27.8,4.3,1,0,1,1,0,0,1,0
198.4,182.4,213.9,59.4,56.9,10.8,4.2,0,1,1,0,1,1,1,1
194.1,215.6,193.7,107.2,61.9,51.5,3.3,0,1,0,1,1,1,1,0
216.4,212.2,194.1,77.1,39.4,63.1,3.7,1,1,0,0,0,1,1,0
212.2,209.8,186.3,114.2,50.5,65.7,2.2,1,0,1,1,1,1,1,1
196.6,181.7,214.1,77.2,50.9,41.3,3.0,0,1,1,0,1,0,1,1
188.9,189.2,180.6,103.9,45.0,53.5,4.2,1,1,1,1,0,1,1,1
186.8,205.0,208.4,88.2,30.4,15.5,2.5,1,0,0,0,0,1,1,1
200.0,190.8,189.0,29.5,67.7,40.0,1.9,0,0,1,0,1,0,0,1
213.7,205.6,211.0,39.9,54.7,58.0,3.9,1,0,1,0,1,1,1,1
185.6,205.9,209.4,58.5,30.2,10.6,4.9,1,0,0,0,0,1,1,0
204.1,198.2,193.1,79.2,53.8,21.0,1.2,0,0,0,0,1,0,0,1
181.7,188.4,193.4,102.5,10.9,26.9,2.8,1,1,0,1,1,0,1,0
187.9,194.7,198.5,10.1,32.5,28.2,1.5,1,0,0,0,0,0,0,0
209.8,218.4,186.6,80.5,30.6,20.4,2.7,0,1,1,0,0,0,1,0
191.1,198.0,180.0,54.9,20.3,41.4,0.3,0,0,1,0,0,0,0,1
188.2,218.3,185.3,82.1,48.0,11.5,1.2,1,1,1,0,0,1,0,0
192.6,202.4,214.1,16.4,60.8,62.0,3.1,0,0,1,0,1,1,1,1
204.4,217.4,203.6,33.1,65.9,55.0,1.0,0,1,0,0,1,1,0,1
218.5,200.7,187.2,92.9,27.3,62.5,3.4,1,0,1,0,0,1,1,1
219.0,202.9,194.1,56.1,64.1,31.0,3.0,1,0,0,0,1,0,1,1
212.8,196.3,213.7,4.4,12.0,37.3,3.7,1,0,1,1,1,0,1,1
187.3,185.2,187.6,76.6,29.6,32.0,0.2,1,1,1,0,0,0,0,0
208.3,187.5,182.2,104.0,10.6,67.9,4.3,0,1,1,1,1,1,1,0
203.2,202.9,208.0,46.8,31.1,61.3,3.5,0,0,0,0,0,1,1,0
186.0,192.1,180.1,78.9,7.4,31.3,2.8,1,0,1,0,1,0,1,1
207.7,218.6,186.8,17.6,25.3,65.2,0.9,0,1,1,0,0,1,0,0
194.0,219.2,219.2,47.3,49.0,60.8,2.9,0,1,1,0,0,1,1,1
202.5,199.9,200.8,15.0,5.5,54.1,3.4,0,0,0,0,1,1,1,1
215.3,217.9,217.0,106.2,51.4,28.6,3.8,1,1,1,1,1,0,1,0
202.2,213.0,215.0,97.2,26.2,22.8,3.4,0,1,1,0,0,0,1,0
212.4,192.8,190.9,95.9,34.5,46.0,2.6,1,0,0,0,0,0,1,1
216.3,183.0,195.4,54.1,51.0,10.2,0.8,1,1,0,0,1,1,0,0
214.4,203.7,190.8,52.0,65.0,23.4,1.0,1,0,0,0,1,0,0,1
214.0,197.0,214.3,3.4,38.1,64.7,0.4,1,0,1,1,0,1,0,0
186.4,210.3,216.7,53.0,62.4,19.8,0.4,1,1,1,0,1,1,0,0
194.9,206.2,187.9,64.7,26.4,64.2,1.5,0,0,1,0,0,1,0,0
193.6,187.7,197.4,13.8,16.9,48.1,1.8,0,1,0,0,1,0,0,0
199.5,213.5,215.7,93.5,27.4,14.5,4.4,0,1,1,0,0,1,1,0
181.4,185.7,214.8,57.9,5.8,53.7,4.9,1,1,1,0,1,1,1,0
219.4,212.7,196.4,37.6,48.4,27.5,2.7,1,1,0,0,0,0,1,1
183.2,217.7,199.8,19.0,8.1,58.8,1.1,1,1,0,0,1,1,0,1
192.0,198.3,204.2,35.8,47.8,56.7,0.4,0,0,0,0,0,1,0,0
